name,brand,cpu_name,cpu_brand,cpu_core_num,cpu_thread_num,gpu,Intel_gpu,AMD_gpu,NVIDIA_gpu,weight,battery,monitor_size,monitor_resolution_x,monitor_resolution_y,monitor_panel,monitor_display,monitor_torch_screen,monitor_blue_light_filter,monitor_LED_backlit,monitor_anti_glare,monitor_sRGB,monitor_refresh_rate,connection_type_c,connection_usb_a,connection_thunderbolt,ram_capacity,ram_type,ram_speed,HDD_capacity,SSD_capacity,price
Dell Gaming G15 5511 Intel Gen 11 (Chính hãng) (70266676),Dell,Intel Core i5 11400H,Intel,6.0,12.0,NVIDIA GeForce RTX 3050 4GB GDDR6,0.0,0.0,1.0,,56.0,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,65.0,120.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,256.0,27990000.0
LG Gram 15 2022,LG,Intel Core i7-1260P,Intel,8.0,12.0,Intel Iris XE,1.0,0.0,0.0,1.15,80.0,15.6,1920.0,1080.0,IPS,,1,0,0,1,100.0,,2.0,2.0,0,16.0,LPDDR5,5200.0,0.0,1024.0,27990000.0
Lenovo Yoga Slim 7i 14 (Chính hãng) (82A300A6VN),Lenovo,Intel Core i7-1165G7,Intel,4.0,8.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.36,60.0,14.0,1920.0,1080.0,IPS,,0,0,0,0,100.0,60.0,2.0,2.0,1,8.0,DDR4,3200.0,0.0,512.0,27990000.0
ASUS TUF Dash F15 Intel gen 12 (Chính hãng) (FX517ZC-HN079W),Asus,Intel Core i5-12450H,Intel,8.0,12.0,NVIDIA® GeForce RTX™ 3050 Laptop GPU,0.0,0.0,1.0,2.0,76.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,144.0,1.0,2.0,1,8.0,DDR5,4800.0,0.0,512.0,27990000.0
ASUS TUF Dash F15 Intel gen 12 (Chính hãng) (FX517ZC-HN077W),Asus,Intel Core i5-12450H,Intel,8.0,12.0,GeForce RTX™ 3050,0.0,0.0,1.0,2.0,76.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,144.0,1.0,2.0,1,8.0,DDR5,4800.0,0.0,512.0,27990000.0
MacBook Air 2022 (Apple M2) (MLXW3SA/A),Apple,Apple M2,Apple,8.0,,Apple GPU,0.0,0.0,0.0,1.24,52.6,13.6,2560.0,1664.0,,Glossy,0,0,0,0,100.0,,2.0,0.0,1,8.0,,,0.0,256.0,27990000.0
Lenovo ThinkPad X1 Carbon Gen 9,Lenovo,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.13,57.0,14.0,1920.0,1200.0,IPS,Matte,1,0,0,0,,60.0,2.0,2.0,1,16.0,,4266.0,0.0,512.0,27990000.0
Lenovo Yoga Slim 7i Pro (Chính hãng) (82NH008TVN),Lenovo,Intel Core i7-11370H,Intel,4.0,8.0,"Iris XE, GeForce MX450",0.0,0.0,1.0,1.38,61.0,14.0,2880.0,1800.0,OLED,,0,0,0,0,100.0,90.0,2.0,0.0,1,16.0,LPDDR4x,4266.0,0.0,1024.0,27990000.0
Lenovo Legion 5 AMD (2021),Lenovo,AMD Ryzen 7 5800H,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia RTX 3050Ti",0.0,1.0,0.0,,80.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,100.0,165.0,1.0,4.0,0,8.0,DDR4,3200.0,0.0,512.0,27990000.0
ASUS Zenbook 14 OLED (UX3402ZA-KM221W),Asus,Intel Core i7-1260P,Intel,12.0,16.0,Iris Xe Graphics,0.0,0.0,0.0,1.39,75.0,14.0,2880.0,1800.0,OLED,,0,0,0,0,,90.0,2.0,1.0,1,16.0,LPDDR5,,0.0,512.0,28290000.0
Dell Vostro 5620 Intel (Chính hãng) (P117F001AGR),Dell,Intel Core i7 1260P,Intel,,,Intel Iris Xe Graphics,1.0,0.0,0.0,1.95,54.0,16.0,1920.0,1200.0,WVA,,0,0,0,1,,,1.0,2.0,0,16.0,DDR4,3200.0,0.0,512.0,28490000.0
Lenovo Yoga Duet 7 (82AS009BVN),Lenovo,Intel Core i7 10510U,Intel,4.0,8.0,Intel UHD 620,1.0,0.0,0.0,0.8,42.0,13.0,2160.0,1350.0,IPS,Glossy,0,0,0,0,100.0,60.0,3.0,0.0,0,8.0,DDR4,2666.0,0.0,512.0,28490000.0
Asus Zenbook 14X OLED Space Edition UX5401 (UX5401ZAS-KN095W),Asus,Intel Core i5 12500H,Intel,12.0,16.0,Iris XE,0.0,0.0,0.0,1.4,63.0,14.0,2560.0,1440.0,OLED,,1,0,0,0,100.0,90.0,2.0,1.0,1,8.0,DDR5,4800.0,0.0,512.0,28790000.0
Asus ROG Zephyrus G14 2021 (GA401QH-HZ035T),Asus,AMD Ryzen 7 5800HS,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia GTX 1650",0.0,1.0,0.0,,72.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,144.0,1.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,28990000.0
MSI GF66 Katana (641VN),MSI,Intel Core i7 11800H,Intel,8.0,16.0,"Intel UHD Graphics, Nvidia RTX 3050",1.0,0.0,0.0,,53.5,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,28990000.0
Asus Zenbook Pro 15 Flip,Asus,Intel Core i7-12700H,Intel,14.0,20.0,Intel Arc 3 A370M,1.0,0.0,0.0,1.8,96.0,15.6,2880.0,1620.0,OLED,,1,0,0,0,100.0,120.0,2.0,1.0,1,16.0,,4800.0,0.0,1024.0,28990000.0
ASUS TUF Dash F15 Intel gen 12 (Chính hãng) (FX517ZE-HN045W),Asus,Intel Core i5-12450H,Intel,8.0,12.0,NVIDIA® GeForce RTX™ 3050 Ti,0.0,0.0,1.0,2.0,76.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,144.0,1.0,2.0,1,8.0,DDR5,4800.0,0.0,512.0,28990000.0
Dell Inspiron 14 Plus (7420),Dell,Intel Core i5 12500H,Intel,12.0,16.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.68,64.0,14.0,2240.0,1400.0,WVA,,0,0,0,1,100.0,,1.0,2.0,1,16.0,DDR5,4800.0,0.0,512.0,28990000.0
ASUS ROG Zephyrus G14 (Nhập khẩu),Asus,AMD Ryzen™ 7-5800HS,AMD,8.0,16.0,NVIDIA GEFORCE RTX 3060,0.0,0.0,1.0,1.6,76.0,14.0,,,IPS,,0,0,0,0,100.0,144.0,2.0,2.0,0,16.0,DDR4,,0.0,512.0,28990000.0
Asus Vivobook Pro 14X OLED (M7400QC-KM013W),Asus,AMD AMD Ryzen™ 5 5600H,AMD,6.0,12.0,NVIDIA® GeForce® RTX™ 3050,0.0,0.0,1.0,1.45,,14.0,2880.0,1800.0,OLED,,0,0,0,0,100.0,90.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,28990000.0
LG Gram 14 2022 (No OS) (14ZD90Q-G.AX52A5),LG,Intel Core i5-1240P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,0.999,72.0,14.0,1920.0,1200.0,IPS,,0,0,0,1,,,2.0,2.0,1,8.0,DDR5,5200.0,0.0,256.0,29290000.0
Lenovo Ideapad Gaming 3 15IAH7 2022 (82S90086VN),Lenovo,Intel Core i5-12500H,Intel,12.0,16.0,"Iris XE, GeForce RTX 3050 Ti",0.0,0.0,1.0,,60.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,65.0,120.0,0.0,0.0,0,16.0,DDR4,3200.0,0.0,512.0,29390000.0
Lenovo ThinkBook 14 G4+ (Intel),Lenovo,Intel Core i5 12500H,Intel,12.0,16.0,NVIDIA RTX 2050,0.0,0.0,1.0,1.43,62.0,14.0,2880.0,1800.0,IPS,,0,0,0,0,100.0,90.0,1.0,3.0,1,16.0,LPDDR5,4800.0,0.0,512.0,29490000.0
ASUS TUF Gaming A15 (FA507RC-HN051W),Asus,AMD AMD Ryzen™ 7 6800H,AMD,8.0,16.0,NVIDIA® GeForce RTX™ 3050,0.0,0.0,1.0,2.2,56.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,62.5,144.0,2.0,1.0,0,8.0,,4800.0,0.0,512.0,29490000.0
Dell Gaming G3 15 3500 (Chính hãng) (G3500B - P89F002),Dell,Intel Core i7 10750H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.34,51.0,15.0,1920.0,1080.0,WVA,Matte,0,0,0,0,64.0,120.0,1.0,3.0,1,16.0,DDR4,2933.0,0.0,512.0,29690000.0
Lenovo Yoga Slim 7 Carbon (82L0005BVN),Lenovo,AMD Ryzen 7 5800U,AMD,8.0,16.0,GeForce MX450 2GB,0.0,0.0,1.0,1.1,61.0,14.0,2880.0,1800.0,OLED,,0,0,0,0,100.0,90.0,2.0,0.0,1,16.0,LPDDR4x,4266.0,0.0,1024.0,29790000.0
Asus ZenBook 14 UX425 (UX425EA-KI439T),Asus,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,,67.0,14.0,1920.0,1080.0,IPS,,0,0,0,0,100.0,60.0,2.0,1.0,1,16.0,,4266.0,0.0,512.0,29990000.0
MSI Prestige 14 Evo A11 (089VN),MSI,Intel Core i7 1185G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.29,52.0,14.0,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,60.0,2.0,1.0,1,16.0,LPDDR4x,4266.0,0.0,512.0,29990000.0
LG Gram 17 2021,LG,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Xe,1.0,0.0,0.0,1.35,80.0,17.0,2560.0,1600.0,IPS,,0,0,0,0,,,2.0,2.0,1,16.0,,4266.0,0.0,512.0,29990000.0
Asus Vivobook 15 Pro OLED (M3500QC-L1327W),Asus,AMD Ryzen 7 5800H,AMD,8.0,16.0,"AMD Radeon Graphics, GeForce RTX 3050",0.0,1.0,1.0,1.65,63.0,15.6,1920.0,1080.0,OLED,,0,0,0,0,100.0,60.0,1.0,2.0,0,16.0,,3200.0,0.0,512.0,29990000.0
Acer Swift X Intel (Chính hãng) (SFX16-51G-516Q),Acer,Intel Core i5-11320H,Intel,4.0,8.0,"Iris® Xe Graphics eligible, GeForce RTX™ 3050 Ti",0.0,0.0,1.0,1.9,59.0,16.1,1920.0,1080.0,IPS,,0,0,0,0,100.0,,1.0,0.0,1,16.0,,4266.0,0.0,512.0,29990000.0
HP Envy 13 (Chính hãng) (4U6M4PA),HP,Intel Core i7 1165G7,Intel,4.0,8.0,Intel Iris Plus Xe,1.0,0.0,0.0,1.3,51.0,13.0,1920.0,1080.0,IPS,Glossy,0,0,0,0,90.0,60.0,1.0,2.0,1,8.0,DDR4,3200.0,0.0,512.0,29990000.0
Acer Swift X 2021 (SFX14-41G-R61A),Acer,AMD Ryzen 5 5600U,AMD,6.0,12.0,,,,,1.39,59.0,14.0,1920.0,1080.0,IPS,Matte,1,0,0,0,,60.0,1.0,2.0,1,16.0,,2666.0,0.0,1024.0,29990000.0
Lenovo ThinkPad Neo 14,Lenovo,Intel Core i5-12500H,Intel,12.0,16.0,Intel Iris Xe,1.0,0.0,0.0,1.47,57.0,14.0,2240.0,1400.0,IPS,,0,0,0,1,100.0,,1.0,1.0,1,16.0,LPDDR5,4800.0,0.0,512.0,29990000.0
Dell Alienware m15 R6,Dell,Intel Core i7 11800H,Intel,8.0,16.0,NVIDIA GeForce RTX 3050 Ti,0.0,0.0,1.0,2.11,85.0,15.6,1920.0,1080.0,WVA,Matte,1,0,0,0,,165.0,1.0,3.0,1,8.0,DDR4,2933.0,0.0,256.0,29990000.0
Lenovo Slim 7 Carbon 14ACN6,Lenovo,AMD Ryzen 7 5800U,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.1,61.0,14.0,2880.0,1800.0,OLED,,0,0,0,0,,90.0,3.0,0.0,0,16.0,,4266.0,0.0,512.0,29990000.0
HP Omen 15 2020 (Intel),HP,Intel Core i7 10750H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,2.45,70.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,100.0,300.0,1.0,3.0,1,16.0,DDR4,2933.0,0.0,512.0,29990000.0
Dell Precision 5540,Dell,Intel Xeon 2276M,Intel,6.0,12.0,"Intel UHD 630, Nvidia Quadro T2000",1.0,0.0,0.0,1.8,57.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,98.0,60.0,1.0,2.0,1,64.0,DDR4,2666.0,0.0,2048.0,29990000.0
Dell XPS 13 7390 (2 in 1),Dell,Intel Core i7 1065G7,Intel,4.0,8.0,Intel Iris Plus G7,1.0,0.0,0.0,1.3,51.0,13.0,1920.0,1200.0,IPS,Glossy,1,0,0,0,100.0,60.0,2.0,0.0,1,16.0,,3733.0,0.0,512.0,29990000.0
"HP Pavilion Gaming 16"" (31J26PA)",HP,Intel Core i7 10870H,Intel,8.0,16.0,Intel UHD 630,1.0,0.0,0.0,,53.0,16.1,1920.0,1080.0,IPS,Matte,1,0,0,0,,60.0,1.0,2.0,0,8.0,DDR4,2933.0,0.0,512.0,30390000.0
LG Gram 17 2022 (Nhập khẩu),LG,Intel Core i7 1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.35,80.0,17.0,2560.0,1600.0,IPS,,0,0,0,0,,60.0,2.0,2.0,1,16.0,DDR5,5200.0,0.0,512.0,30990000.0
LG Gram 16 2 in 1 2022,LG,Intel Core i7 1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.48,80.0,16.0,2560.0,1600.0,IPS,,1,0,0,1,,,2.0,2.0,1,16.0,LPDDR5,5200.0,0.0,512.0,30990000.0
ASUS TUF Gaming F15 (Intel Gen 12) (FX507ZC-HN124W),Asus,Intel Core i7-12700H,Intel,14.0,20.0,NVIDIA GeForce RTX 3050,0.0,0.0,1.0,2.2,56.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,63.0,144.0,2.0,2.0,1,8.0,,,0.0,512.0,31499000.0
Lenovo Legion 5 AMD 2022 (82RE002VVN),Lenovo,AMD Ryzen 5 6600H,AMD,6.0,12.0,NVIDIA GeForce RTX 3050,0.0,0.0,1.0,2.4,80.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,,,3.0,3.0,0,8.0,DDR5,4800.0,0.0,512.0,31900000.0
Lenovo ThinkBook 16P NX ARH,Lenovo,AMD Ryzen 7 6800H,AMD,8.0,16.0,NVIDIA GeForce RTX 3050 Ti 4GB GDDR6,0.0,0.0,1.0,1.9,75.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,100.0,120.0,1.0,2.0,0,16.0,LPDDR5,6400.0,0.0,512.0,31990000.0
Dell Vostro 5620 Intel (Chính hãng),Dell,Intel Core i7-1260P,Intel,12.0,16.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.95,54.0,16.0,1920.0,1200.0,WVA,,0,0,0,1,,,1.0,2.0,0,,,3200.0,0.0,512.0,31990000.0
HP OMEN 16 (AMD),HP,AMD Ryzen 7 5800H,AMD,8.0,16.0,"AMD Radeon Graphics, Nvidia Geforce RTX3050Ti",0.0,1.0,0.0,2.3,70.0,16.1,1920.0,1080.0,IPS,Matte,0,0,0,0,,144.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,31990000.0
Lenovo Legion 5 Pro,Lenovo,Intel Core i7 11800H,Intel,8.0,16.0,NVIDIA RTX 3050 4GB,0.0,0.0,1.0,2.3,80.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,100.0,165.0,2.0,4.0,0,16.0,,3200.0,0.0,512.0,31990000.0
Lenovo Legion 5 Intel 2021 (Chính hãng) (82JK0036VN),Lenovo,Intel Core i5-11400H,Intel,4.0,8.0,"Core UHD, GeForce RTX 3050",1.0,0.0,1.0,2.4,60.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,100.0,165.0,2.0,4.0,0,8.0,DDR4,3200.0,0.0,512.0,31990000.0
HP Elitebook 840 G9 (Elitebook840G901NS),HP,Intel 12th,Intel,6.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,,,14.0,1920.0,1200.0,IPS,,0,0,0,0,100.0,60.0,2.0,2.0,1,16.0,DDR5,,0.0,512.0,31990000.0
Lenovo ThinkPad X1 Extreme Gen 2,Lenovo,Intel Core i7 9750H,Intel,6.0,12.0,"Intel UHD 630, Nvidia Geforce GTX1650",1.0,0.0,0.0,1.7,80.0,15.0,1920.0,1080.0,IPS,Matte,0,0,0,0,89.0,60.0,2.0,2.0,1,16.0,DDR4,2666.0,0.0,512.0,31990000.0
Lenovo ThinkBook 13s Gen 4 Intel,Lenovo,Intel Core i7-1250U,Intel,10.0,12.0,Intel® Iris® Xe Graphics,1.0,0.0,0.0,1.25,56.0,13.3,2560.0,1600.0,,,0,0,0,1,,,2.0,1.0,1,16.0,LPDDR5,4800.0,0.0,1024.0,31990000.0
Razer Book 13 (RZ09-03571EM1-R3U1),Razer,Intel Core i7 1165G7,Intel,4.0,8.0,Iris Plus G7,0.0,0.0,0.0,1.34,55.0,13.0,1920.0,1200.0,IPS,Glossy,0,0,0,0,100.0,60.0,2.0,1.0,1,16.0,,4266.0,0.0,256.0,31990000.0
Lenovo ThinkBook 16P Gen 2,Lenovo,AMD Ryzen 5 5600H,AMD,6.0,12.0,NVIDIA® RTX 3060 Max-Q,0.0,0.0,1.0,1.99,71.0,16.0,2560.0,1600.0,IPS,,0,0,0,1,100.0,,2.0,3.0,0,16.0,,3200.0,0.0,512.0,31990000.0
GIGABYTE G7 Gaming Laptop (MD-71S1123SO),GIGABYTE,Intel Core i7 11800H,Intel,8.0,16.0,"Intel® Core™ UHD, GeForce RTX 3050Ti",1.0,0.0,1.0,2.5,96.0,17.3,1920.0,1080.0,IPS,,0,0,0,1,100.0,144.0,1.0,3.0,0,16.0,,3200.0,0.0,512.0,31990000.0
Acer Nitro 5 Tiger Intel Gen 12 (Chính hãng) (AN515-58-773Y),Acer,Intel Core i7-12700H,Intel,14.0,20.0,GeForce RTX™ 3050Ti 4GB,0.0,0.0,1.0,2.5,57.5,15.6,1920.0,1080.0,IPS,,0,0,0,0,,144.0,1.0,0.0,1,8.0,DDR5,4800.0,0.0,512.0,31990000.0
GIGABYTE AORUS 15P Gaming Laptop (KD-72S1223GH),GIGABYTE,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD Tiger Lake,1.0,0.0,0.0,2.2,99.0,15.6,1920.0,1080.0,IPS,Matte,1,0,0,0,,240.0,1.0,3.0,1,16.0,DDR4,3200.0,0.0,512.0,31990000.0
Dell Precision 5550,Dell,Intel Core i7 10850H,Intel,6.0,12.0,"Intel UHD 630, Nvidia Quadro T1000",1.0,0.0,0.0,1.83,86.0,15.6,3840.0,2400.0,IPS,,1,0,0,0,100.0,60.0,3.0,0.0,1,32.0,DDR4,2933.0,0.0,512.0,31990000.0
MSI Katana GF76 (096VN),MSI,Intel Core i7 11800H,Intel,8.0,16.0,Intel UHD,1.0,0.0,0.0,2.6,54.0,17.3,1920.0,1080.0,IPS,Matte,1,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,0.0,512.0,31990000.0
HP Elitebook 830 G9 (Elitebook830G901NS),HP,Intel 12th,Intel,6.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,,,13.3,1920.0,1200.0,IPS,,0,0,0,0,100.0,60.0,2.0,2.0,1,16.0,DDR5,,0.0,512.0,31990000.0
Laptop Gaming Colorful X15 AT,Colorful,Intel Core i7-11800H,Intel,8.0,16.0,NVIDIA RTX 3060 6GB GDDR6,0.0,0.0,1.0,2.2,49.0,15.6,,,IPS,,0,0,0,1,100.0,144.0,2.0,2.0,1,16.0,,3200.0,0.0,512.0,32900000.0
Dell Precision 5530,Dell,Intel Core i7 8850H,Intel,6.0,12.0,Intel UHD 630,1.0,0.0,0.0,1.8,57.0,15.0,3840.0,2160.0,IGZO,Matte,0,0,0,0,96.0,60.0,1.0,2.0,1,32.0,DDR4,2389.0,0.0,256.0,32990000.0
"Razer Blade Stealth 13.3""",Razer,Intel Core i7 1065G7,Intel,4.0,8.0,Intel Iris Plus G7,1.0,0.0,0.0,1.27,53.0,13.0,1920.0,1080.0,IPS,Matte,0,0,0,0,97.0,60.0,1.0,2.0,1,16.0,,3733.0,0.0,512.0,32990000.0
Lenovo Yoga Slim 7 Pro (82NK003HVN),Lenovo,AMD Ryzen 7 5800HS,AMD,8.0,16.0,"AMD Radeon Graphics, NVIDIA GeForce MX450",0.0,1.0,1.0,1.39,61.0,14.0,2880.0,1800.0,OLED,Glossy,0,0,0,0,,60.0,2.0,1.0,0,16.0,DDR4,3200.0,0.0,1024.0,32990000.0
ASUS ZenBook Duo 14 UX482 (UX482EA-KA274T),Asus,Intel 1135G7,Intel,4.0,8.0,Iris Xe Graphics,0.0,0.0,0.0,1.62,70.0,14.0,1920.0,1080.0,IPS,,1,0,0,1,100.0,60.0,2.0,1.0,1,8.0,,4267.0,0.0,512.0,32990000.0
Asus ROG Zephyrus G14 2021 (GA401QC-K2199W),Asus,AMD Ryzen 7 5800HS,AMD,8.0,16.0,NVIDIA GeForce RTX 3050 4GB GDDR6,0.0,0.0,1.0,1.6,76.0,14.0,2560.0,1440.0,IPS,,0,0,0,1,,120.0,2.0,2.0,0,8.0,DDR4,3200.0,0.0,512.0,32990000.0
ASUS ROG Strix G15 (G513) (G513QM-HQ283T),Asus,AMD Ryzen 9 5900HX,AMD,8.0,16.0,"Radeon™ Graphics, GeForce RTX 3060",0.0,1.0,1.0,2.3,90.0,15.6,2560.0,1440.0,IPS,,0,0,0,1,,165.0,1.0,3.0,0,16.0,DDR4,3200.0,0.0,512.0,32990000.0
Lenovo ThinkBook 13s Gen 4 AMD,Lenovo,AMD Ryzen™ 5 6600H,AMD,6.0,12.0,AMD Radeon™ 660M,0.0,1.0,0.0,1.23,56.0,13.3,,,,,0,0,0,1,,,2.0,1.0,0,16.0,LPDDR5,6400.0,0.0,1024.0,32990000.0
Dell Inspiron 15 7501 Chính Hãng (X3MRY1),Dell,Intel Core i7 10750H,Intel,6.0,12.0,"Intel UHD, Nvidia GTX 1650 Ti",1.0,0.0,0.0,,56.0,15.6,1920.0,1080.0,WVA,Matte,0,0,0,0,100.0,60.0,1.0,2.0,0,8.0,DDR4,2933.0,0.0,512.0,33990000.0
GIGABYTE AERO 15 OLED (KD-72S1623GH),GIGABYTE,Intel Core i7 11800H,Intel,8.0,16.0,"Intel UHD Tiger Lake, NVIDIA GeForce RTX 3060 6GB GDDR6",1.0,0.0,1.0,2.0,99.0,15.6,3840.0,2160.0,OLED,Glossy,1,0,0,0,,60.0,1.0,3.0,1,16.0,DDR4,3200.0,0.0,512.0,33990000.0
ASUS Zenbook Flip 14 OLED (UP5401ZA-KN101W),Asus,Intel Core i7-12700H,Intel,14.0,20.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.4,63.0,14.0,2880.0,1800.0,OLED,,1,0,0,1,,90.0,2.0,1.0,1,16.0,DDR5,4800.0,0.0,512.0,33990000.0
LG Gram 14 2022 (No OS) (14ZD90Q-G.AX56A5),LG,Intel Core i7-1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,0.999,72.0,14.0,1920.0,1080.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,512.0,33990000.0
Lenovo Legion 5 AMD 2021 (Chính hãng) (82NW003CVN),Lenovo,AMD Ryzen 5 5600H,AMD,6.0,12.0,"Radeon Graphics, Radeon™ RX 6600M",0.0,1.0,0.0,2.4,80.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,100.0,165.0,2.0,4.0,0,8.0,DDR4,3200.0,1.0,512.0,33990000.0
Apple Macbook Pro 13 (Chính hãng - Apple M1 - Late 2020) (MYD82SA/A),Apple,Apple Apple M1,Apple,8.0,8.0,Apple GPU,0.0,0.0,0.0,1.4,58.0,13.3,2560.0,1600.0,Retina,Glossy,0,0,0,0,100.0,60.0,2.0,0.0,1,8.0,,,0.0,256.0,33990000.0
Lenovo Legion 5 AMD 2022 (82RE0035VN),Lenovo,AMD Ryzen 7 6800H,AMD,8.0,15.0,NVIDIA GeForce RTX 3050,0.0,0.0,1.0,2.35,80.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,100.0,165.0,3.0,3.0,0,8.0,DDR5,4800.0,0.0,512.0,33990000.0
Asus Zenbook 14X OLED Space Edition UX5401 (UX5401ZAS-KN130W),Asus,Intel Core i5-12500H,Intel,,,Intel Iris Xe Graphics,1.0,0.0,0.0,1.4,63.0,14.0,2880.0,1800.0,OLED,,1,0,0,1,,90.0,2.0,1.0,1,16.0,DDR5,4800.0,0.0,512.0,33990000.0
LG Gram 14 2022 (14Z90Q-G.AH75A5),LG,Intel Core i7-1260P,Intel,12.0,16.0,Intel Iris Xe Graphics,1.0,0.0,0.0,0.999,72.0,14.0,1920.0,1080.0,IPS,,0,0,0,1,,,2.0,2.0,1,16.0,DDR5,5200.0,0.0,512.0,33990000.0
Acer Predator Helios 300 2021 (NH.QC5SV.001),Acer,Intel Core i7 11800H,Intel,8.0,16.0,"Intel UHD Graphics, GeForce RTX 3050Ti",1.0,0.0,1.0,2.3,57.0,15.6,1920.0,1080.0,IPS,Matte,0,0,0,0,,144.0,1.0,3.0,0,8.0,DDR4,3200.0,1.0,512.0,33990000.0
Dell Precision 15 5560,Dell,Intel Core i7-11800H,Intel,8.0,16.0,"Intel UHD Tiger Lake, Nvidia Quadro T1200M",1.0,0.0,0.0,2.04,86.0,15.6,1920.0,1200.0,WVA,Matte,0,0,0,0,,60.0,3.0,0.0,1,32.0,DDR4,3200.0,0.0,512.0,33990000.0
Dell Inspiron 14 7420 (Chính hãng) (1YT85),Dell,Intel Core i7 1255U,Intel,10.0,12.0,NVIDIA MX550 2GB GDDR6,0.0,0.0,1.0,1.57,54.0,14.0,1920.0,1200.0,WVA,,1,0,0,0,65.0,60.0,1.0,1.0,0,16.0,DDR4,3200.0,0.0,512.0,33990000.0
Lenovo Legion 5 AMD 2021 (Chính hãng) (82JU00QEVN),Lenovo,AMD Ryzen 5 5600H,AMD,6.0,12.0,"Radeon Graphics, GeForce RTX 3060",0.0,1.0,1.0,2.4,80.0,15.6,1920.0,1080.0,IPS,,0,0,0,0,100.0,165.0,2.0,4.0,0,8.0,DDR4,3200.0,0.0,512.0,33990000.0
Lenovo ThinkPad X1 Carbon Gen 10,Lenovo,Intel Core i5 1245U,Intel,10.0,12.0,Intel Iris Xe Graphics,1.0,0.0,0.0,1.12,57.0,14.0,1920.0,1200.0,IPS,,1,0,0,0,100.0,60.0,2.0,2.0,1,16.0,LPDDR5,5200.0,0.0,512.0,34790000.0
ASUS ROG Flow X13 (GV301QH-K6054T),Asus,AMD Ryzen 7 5800HS,AMD,8.0,16.0,AMD Radeon Graphics,0.0,1.0,0.0,1.3,62.0,13.0,1920.0,1200.0,IPS,Glossy,0,0,0,0,,120.0,2.0,2.0,0,16.0,,4266.0,0.0,512.0,34990000.0
ASUS TUF Gaming A15 (FA507RM-HN018W),Asus,AMD Ryzen™ 7 6800H,AMD,8.0,16.0,NVIDIA® GeForce RTX™ 3060,0.0,0.0,1.0,2.2,56.0,15.6,1920.0,1080.0,IPS,,0,0,0,1,62.5,144.0,2.0,1.0,0,8.0,,4800.0,0.0,512.0,34990000.0
